City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
346,Zhanakorgan,KZ,43.9098,67.2495,51.64,36,35,4.61,scattered clouds
347,Akyab,MM,20.15,92.9,76.82,79,100,2.77,overcast clouds
348,Buala,SB,-8.145,159.5921,80.78,80,29,0.98,scattered clouds
349,Port Blair,IN,11.6667,92.75,80.19,81,100,4.76,overcast clouds
350,Port Moresby,PG,-9.4431,147.1797,75.42,87,27,3.15,scattered clouds
351,Port Pirie,AU,-33.1833,138.0167,51.89,69,0,7.16,clear sky
352,Ajdabiya,LY,30.7554,20.2263,78.4,29,98,15.35,overcast clouds
353,Severo-Yeniseyskiy,RU,60.3725,93.0408,32.59,96,100,11.56,light snow
354,Manoel Urbano,BR,-8.8389,-69.2597,95.54,40,100,3.71,overcast clouds
355,Porto Velho,BR,-8.7619,-63.9039,95.05,43,40,4.61,scattered clouds
356,Wala,CM,4.578,12.3154,70.3,94,40,0.96,light rain
357,Kargil,IN,34.5667,76.1,30.79,78,100,5.21,light snow
358,Diego De Almagro,CL,-26.3667,-70.05,79.75,19,0,15.1,clear sky
359,Karratha,AU,-20.7377,116.8463,75.31,62,2,10.38,clear sky
360,Tonekabon,IR,36.8163,50.8738,64.11,67,0,3.06,clear sky
361,Puerto Escondido,MX,15.85,-97.0667,86.83,58,40,3.44,scattered clouds
362,Bilma,NE,18.6853,12.9164,86.88,11,0,7.58,clear sky
363,Ridgecrest,US,35.6225,-117.6709,80.46,32,1,10.0,clear sky
364,Kupang,ID,-10.1667,123.5833,78.89,83,16,3.09,few clouds
365,Namibe,AO,-15.1961,12.1522,64.78,82,0,8.41,clear sky
366,Almenara,BR,-16.1836,-40.6944,82.38,73,51,5.23,broken clouds
367,North Bend,US,43.4065,-124.2243,58.91,80,90,24.16,overcast clouds
368,Kristinehamn,SE,59.3098,14.1081,51.78,89,100,19.57,overcast clouds
369,San Jeronimo,PE,-11.9472,-75.2829,66.52,43,73,11.03,broken clouds
370,Saint-Pierre,RE,-21.3393,55.4781,73.08,79,0,2.3,clear sky
371,Vanimo,PG,-2.6741,141.3028,77.16,88,94,3.87,overcast clouds
372,Athens,GR,37.9795,23.7162,64.26,80,100,11.01,overcast clouds
373,Cervo,ES,43.6702,-7.4101,58.96,86,9,8.21,clear sky
374,Jiayuguan,CN,39.8167,98.3,41.18,38,100,7.74,overcast clouds
375,Krasnoborsk,RU,61.5598,45.934,28.26,89,68,7.83,broken clouds
376,Kaabong,UG,3.4836,34.1492,73.58,45,21,15.68,few clouds
377,Duku,NG,11.2361,4.9073,81.16,55,99,1.34,overcast clouds
378,Banfora,BF,10.6333,-4.7667,81.28,68,78,3.49,broken clouds
379,Ixtapa,MX,20.7,-105.2,86.23,70,75,12.66,broken clouds
380,Reyes,BO,-14.3167,-67.3833,65.55,98,100,5.73,moderate rain
381,Ostersund,SE,63.1792,14.6357,39.65,93,0,6.91,clear sky
382,Tevaitoa,PF,-16.7833,-151.5,76.93,85,100,11.65,light rain
383,Kanniyakumari,IN,8.0833,77.5667,79.09,83,100,13.27,overcast clouds
384,Thyolo,MW,-16.0678,35.1405,76.77,41,1,8.88,clear sky
385,Sovetskiy,RU,61.3614,63.5842,31.01,83,100,3.58,overcast clouds
386,Sistranda,NO,63.7256,8.834,48.9,81,100,13.65,overcast clouds
387,Banes,CU,20.9625,-75.7186,92.01,64,33,10.63,scattered clouds
388,Edd,ER,13.9297,41.6925,85.93,66,11,13.98,few clouds
389,Gorin,RU,51.1983,136.6669,30.18,95,34,4.32,scattered clouds
390,Esperance,AU,-33.8667,121.9,68.04,35,100,21.5,overcast clouds
391,Elko,US,41.0002,-115.5012,51.82,87,100,4.0,overcast clouds
392,Vestmannaeyjar,IS,63.4427,-20.2734,45.91,93,100,5.48,overcast clouds
393,Roald,NO,62.5833,6.1333,53.65,82,75,11.5,drizzle
394,Moron,AR,-34.6534,-58.6198,78.03,27,0,7.0,clear sky
395,Keflavik,IS,64.0049,-22.5624,46.83,93,75,6.91,moderate rain
396,Novopokrovka,UA,49.8425,36.5477,43.18,64,100,12.12,overcast clouds
397,Fasa,IR,28.9383,53.6482,62.37,32,0,2.71,clear sky
398,College,US,64.8569,-147.8028,27.21,87,90,0.0,mist
399,Verkhnyaya Inta,RU,65.9811,60.3094,25.29,96,100,9.28,light snow
400,Kurkino,RU,53.4257,38.6582,32.99,77,12,13.78,few clouds
401,Yumen,CN,40.2833,97.2,43.84,37,100,15.12,light rain
402,Ahipara,NZ,-35.1667,173.1667,61.77,85,26,2.59,scattered clouds
403,Ponta Delgada,PT,37.7333,-25.6667,65.12,77,20,8.05,few clouds
404,Taiyuan,CN,37.8694,112.5603,39.06,87,32,2.24,mist
405,Acapulco,MX,16.8634,-99.8901,76.82,94,90,14.97,overcast clouds
406,Chirongui,YT,-12.9319,45.1483,80.53,86,21,10.87,few clouds
407,Harper,LR,4.375,-7.7169,77.79,83,99,7.65,overcast clouds
408,Pochutla,MX,15.7432,-96.4661,88.83,60,89,7.05,overcast clouds
409,Nortelandia,BR,-14.4547,-56.8028,73.69,96,100,8.97,moderate rain
410,Luderitz,NA,-26.6481,15.1594,61.75,63,0,13.38,clear sky
411,Naumburg,DE,51.15,11.8167,47.68,71,3,6.55,clear sky
412,Okha,RU,53.5739,142.9478,33.64,92,28,11.23,scattered clouds
413,Sobolevo,RU,54.4299,31.8996,30.9,84,24,5.77,few clouds
414,Sterling,US,39.0062,-77.4286,73.54,65,40,1.99,scattered clouds
415,Port Hardy,CA,50.6996,-127.4199,51.21,73,100,27.34,light rain
416,Batemans Bay,AU,-35.7167,150.1833,53.1,75,97,2.95,overcast clouds
417,Berlevag,NO,70.8578,29.0864,30.15,86,75,9.22,broken clouds
418,Igarka,RU,67.4667,86.5833,24.49,96,100,12.12,light snow
419,Kokopo,PG,-4.352,152.2633,76.6,76,100,3.62,overcast clouds
420,Digoin,FR,46.4812,3.9795,46.49,93,0,0.0,clear sky
421,Tamworth,GB,52.634,-1.6959,54.82,89,11,5.99,few clouds
422,Camocim,BR,-2.9022,-40.8411,84.78,63,90,16.49,overcast clouds
423,Kijang,KR,35.2442,129.2139,60.12,58,100,4.43,overcast clouds
424,Pangnirtung,CA,66.1451,-65.7125,22.82,93,95,0.74,overcast clouds
425,Kashan,IR,33.9831,51.4364,61.99,28,0,2.1,clear sky
426,Narasannapeta,IN,18.4167,84.05,74.3,77,12,5.14,few clouds
427,Lavrentiya,RU,65.5833,-171.0,21.88,84,100,10.04,overcast clouds
428,Beringovskiy,RU,63.05,179.3167,7.72,86,36,7.29,scattered clouds
429,Tsabong,BW,-26.0217,22.401,69.35,25,0,10.18,clear sky
430,Ossora,RU,59.2353,163.0719,26.22,92,99,8.03,overcast clouds
431,Nowy Dwor Mazowiecki,PL,52.4302,20.7165,43.25,100,100,8.05,overcast clouds
432,Oranjemund,NA,-28.55,16.4333,60.64,71,0,24.23,clear sky
433,Malindi,KE,-3.2175,40.1191,77.09,87,32,8.99,scattered clouds
434,Grindavik,IS,63.8424,-22.4338,46.87,93,75,6.91,broken clouds
435,Marzuq,YE,14.4,46.4667,71.76,25,6,2.66,clear sky
436,Matara,LK,5.9485,80.5353,77.23,89,100,7.96,overcast clouds
437,Japura,ID,-0.3167,102.35,74.23,98,100,2.68,overcast clouds
438,Coquimbo,CL,-29.9533,-71.3436,64.13,67,0,13.8,clear sky
439,Borovoy,RU,55.4333,86.0833,43.88,87,40,15.66,scattered clouds
440,Santa Cruz Cabralia,BR,-16.2781,-39.0247,79.03,83,75,12.66,broken clouds
441,Riverton,US,40.5219,-111.9391,61.83,63,90,3.0,overcast clouds
442,Tarakan,ID,3.3,117.6333,78.89,83,100,3.29,overcast clouds
443,Naruja,GE,41.9069,41.9542,52.12,82,88,4.52,overcast clouds
444,Bloemfontein,ZA,-29.1211,26.214,54.27,60,0,15.28,clear sky
445,Omboue,GA,-1.5746,9.2618,77.65,86,91,6.29,overcast clouds
446,Mariinsk,RU,56.2139,87.7472,44.31,84,100,13.11,overcast clouds
447,Cairns,AU,-16.9167,145.7667,70.07,89,17,1.14,few clouds
448,Dakar,SN,14.6937,-17.4441,81.48,68,100,4.43,overcast clouds
449,San Luis,AR,-33.295,-66.3356,81.25,14,0,13.09,clear sky
450,Palo Alto,US,37.4419,-122.143,65.52,89,100,5.01,moderate rain
451,Suntar,RU,62.1444,117.6319,33.51,98,100,7.05,overcast clouds
452,Goderich,CA,43.7501,-81.7165,54.03,60,100,4.68,overcast clouds
453,Angren,UZ,41.0167,70.1436,52.2,27,0,6.98,clear sky
454,Dawei,MM,14.0833,98.2,73.54,89,100,6.49,overcast clouds
455,Lensk,RU,60.7253,114.9278,35.6,97,100,10.51,light rain
456,Leshukonskoye,RU,64.8989,45.7622,24.06,89,13,8.1,few clouds
457,Izhevskoye,RU,54.5567,40.8703,33.48,77,80,13.47,broken clouds
458,Havre-Saint-Pierre,CA,50.2334,-63.5986,48.56,87,90,6.91,overcast clouds
459,Margherita,IN,27.2833,95.6833,66.34,98,16,2.66,few clouds
460,Gland,CH,46.4208,6.2701,54.27,88,2,1.03,clear sky
461,Vanersborg,SE,58.3807,12.3234,49.8,81,100,10.36,overcast clouds
462,Doka,SD,13.5167,35.7667,83.23,37,16,4.94,few clouds
463,Samarai,PG,-10.6167,150.6667,80.56,82,77,10.8,broken clouds
464,Hammerfest,NO,70.6634,23.6821,28.85,80,0,2.3,clear sky
465,Nome,US,64.5011,-165.4064,30.27,86,75,3.44,light snow
466,Kyra,RU,49.5776,111.9753,32.16,63,1,5.08,clear sky
467,Hamilton,US,39.1834,-84.5333,70.79,95,1,1.01,clear sky
468,Tucuman,AR,-26.8241,-65.2226,87.8,19,0,18.41,clear sky
469,Espanola,US,35.9911,-106.0806,72.07,22,3,5.35,clear sky
470,Kant,IN,27.8,79.8,71.49,71,16,3.31,few clouds
471,Palestine,PS,31.9216,35.2033,62.35,90,0,3.94,clear sky
472,Emerald,AU,-23.5333,148.1667,74.91,63,24,4.41,few clouds
473,Mitsamiouli,KM,-11.3847,43.2844,79.54,84,12,11.9,few clouds
474,Northam,GB,51.0333,-4.2167,58.08,90,7,12.93,light rain
475,Ambon,ID,-3.6954,128.1814,80.11,78,92,2.93,overcast clouds
476,Laguna,US,38.421,-121.4238,64.02,92,90,5.99,heavy intensity rain
477,Nikolayevsk-Na-Amure,RU,53.1406,140.73,28.9,94,72,3.22,broken clouds
478,Tual,ID,-5.6667,132.75,79.79,80,100,0.65,overcast clouds
479,Ippy,CF,6.2679,21.2247,70.66,95,100,6.6,overcast clouds
480,Iwanai,JP,42.9744,140.5089,44.28,91,1,4.63,clear sky
481,Komsomolskiy,UZ,40.4272,71.7189,42.22,27,0,2.98,clear sky
482,Kidal,ML,18.4411,1.4078,92.23,21,38,9.33,scattered clouds
483,Rundu,NA,-17.9333,19.7667,81.61,38,59,9.37,broken clouds
484,Karla,EE,59.3723,24.9275,41.58,85,0,10.36,clear sky
485,Pizarro,CO,4.9533,-77.366,81.73,75,46,8.77,scattered clouds
486,Mount Isa,AU,-20.7333,139.5,74.97,60,100,3.44,overcast clouds
487,Boyuibe,BO,-20.4167,-63.2833,82.24,21,1,10.76,clear sky
488,Longonjo,AO,-12.9067,15.2533,69.69,78,100,6.15,overcast clouds
489,Tura,IN,25.5198,90.2201,67.1,93,0,2.98,clear sky
490,Sekoma,BW,-24.4,23.8833,71.22,17,0,8.97,clear sky
491,Tottenham,AU,-32.2333,147.35,46.15,57,0,7.9,clear sky
492,Tshikapa,CD,-6.4167,20.8,76.17,76,52,2.28,broken clouds
493,Honiara,SB,-9.4333,159.95,79.48,83,7,2.93,clear sky
494,Leningradskiy,RU,69.3833,178.4167,8.49,94,100,6.55,overcast clouds
495,Princeton,US,25.5384,-80.4089,88.02,75,75,5.75,light intensity drizzle
496,San Policarpo,PH,12.1791,125.5072,80.44,81,100,5.37,overcast clouds
497,Farafangana,MG,-22.8167,47.8333,75.92,91,56,12.41,broken clouds
498,Ulmeni,RO,47.4667,23.3,36.14,70,51,2.17,broken clouds
499,Kulhudhuffushi,MV,6.6221,73.07,81.99,79,94,13.76,overcast clouds
500,Safford,US,32.834,-109.7076,81.93,26,9,2.62,clear sky
501,Chapais,CA,49.7834,-74.8492,40.37,60,100,6.17,overcast clouds
502,Pathanamthitta,IN,9.2667,76.7833,74.03,96,100,2.21,overcast clouds
503,Saint-Andre-Avellin,CA,45.7168,-75.066,52.86,70,55,4.5,broken clouds
504,Paamiut,GL,61.994,-49.6678,31.44,40,0,13.87,clear sky
505,Springfield,US,37.2153,-93.2982,78.04,69,90,11.01,overcast clouds
506,Mitzic,GA,0.7821,11.549,69.76,97,42,2.19,scattered clouds
507,Salta,AR,-24.7859,-65.4117,77.58,35,0,8.01,clear sky
508,Isangel,VU,-19.55,169.2667,76.28,80,17,11.95,few clouds
509,Haag,NL,52.0767,4.2986,51.91,84,14,3.0,few clouds
510,Santa Cruz De Tenerife,ES,28.4682,-16.2546,73.72,77,20,4.0,few clouds
511,Asau,RO,46.4333,26.4,38.95,71,7,0.89,clear sky
512,Nikolskoye,RU,59.7035,30.7861,33.87,84,79,4.41,broken clouds
513,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,67.35,48,0,7.76,clear sky
514,Tecate,MX,32.5667,-116.6333,75.16,44,99,6.53,overcast clouds
515,Hervey Bay,AU,-25.2986,152.8535,77.04,91,15,12.95,few clouds
516,Sinnamary,GF,5.3833,-52.95,80.92,82,100,11.65,overcast clouds
517,General Roca,AR,-39.0333,-67.5833,79.63,25,66,36.95,broken clouds
518,Kutum,SD,14.2,24.6667,77.67,23,2,14.58,clear sky
519,Belfast,GB,54.5833,-5.9333,53.38,87,75,11.5,broken clouds
520,Raga,SS,8.4596,25.678,73.99,85,59,2.8,broken clouds
521,Eixo,PT,40.6276,-8.5692,63.12,83,7,3.18,clear sky
522,Chake Chake,TZ,-5.2459,39.7666,75.54,84,2,6.31,clear sky
523,Koungheul,SN,13.9833,-14.8,85.33,61,85,4.16,overcast clouds
524,Les Cayes,HT,18.2,-73.75,84.13,67,23,9.84,few clouds
525,Santa Rosa,PH,14.3122,121.1114,78.1,87,92,7.9,overcast clouds
526,Cherskiy,RU,68.75,161.3,-14.08,99,36,5.23,scattered clouds
527,Henties Bay,NA,-22.116,14.2845,59.86,90,0,2.19,clear sky
528,Fort Nelson,CA,58.8053,-122.7002,43.27,61,4,1.52,clear sky
529,Tazovskiy,RU,67.4667,78.7,27.95,96,99,16.31,light snow
530,Natal,BR,-5.795,-35.2094,83.05,69,20,16.11,few clouds
531,Ritchie,ZA,-29.038,24.6028,64.13,25,0,8.93,clear sky
532,Mattru,SL,7.6244,-11.8332,74.93,96,100,3.06,overcast clouds
533,Marienburg,PL,54.0359,19.0266,40.87,88,89,8.25,overcast clouds
534,Dicabisagan,PH,17.0818,122.4157,76.98,89,100,5.93,moderate rain
535,Lixourion,GR,38.2019,20.4314,66.06,85,100,11.9,overcast clouds
536,Nadym,RU,65.5333,72.5167,24.17,83,17,15.9,few clouds
537,Alexandria,EG,31.2156,29.9553,71.85,64,0,9.75,clear sky
538,Codajas,BR,-3.8367,-62.0569,89.65,57,100,1.25,overcast clouds
539,Udachnyy,RU,66.4167,112.4,20.86,97,100,4.03,overcast clouds
540,Caldwell,US,43.6629,-116.6874,52.95,89,90,19.57,moderate rain
541,La Asuncion,VE,11.0333,-63.8628,82.67,70,31,17.92,scattered clouds
542,Pacific Grove,US,36.6177,-121.9166,67.42,85,100,11.01,overcast clouds
543,Carhuamayo,PE,-10.9167,-76.0333,50.36,54,68,6.08,broken clouds
544,Tecoanapa,MX,16.5167,-98.75,84.29,69,92,9.57,overcast clouds
545,Marsa Matruh,EG,31.3525,27.2453,71.15,73,4,9.31,clear sky
546,Fairbanks,US,64.8378,-147.7164,27.23,88,90,0.0,mist
547,Portland,US,45.5234,-122.6762,59.58,84,100,4.0,overcast clouds
548,Cedar City,US,37.6775,-113.0619,58.17,40,40,21.85,scattered clouds
549,Xai-Xai,MZ,-25.0519,33.6442,67.01,84,100,17.72,light rain
550,Vilyuysk,RU,63.7553,121.6247,30.87,98,100,4.94,light snow
551,Gornopravdinsk,RU,60.05,69.9,37.38,97,100,3.65,light rain
552,Nizwa,OM,22.9333,57.5333,80.47,38,0,1.79,clear sky
553,Bundaberg,AU,-24.85,152.35,77.22,94,5,1.01,clear sky
554,Mirnyy,RU,62.5353,113.9611,32.04,98,100,7.63,light snow
555,Bubaque,GW,11.2833,-15.8333,82.47,73,100,6.31,overcast clouds
556,Price,US,39.5994,-110.8107,58.12,54,1,5.75,clear sky
557,Challapata,BO,-18.9,-66.7667,65.41,6,0,26.57,clear sky
558,Brae,GB,60.3964,-1.353,53.51,91,100,9.6,overcast clouds
559,Zemetchino,RU,53.4973,42.6163,35.19,93,100,11.41,overcast clouds
560,Sur,OM,22.5667,59.5289,81.32,62,0,8.97,clear sky
561,Langsa,ID,4.4683,97.9683,73.22,98,89,2.77,overcast clouds
562,Canutama,BR,-6.5339,-64.3831,95.36,41,81,2.55,broken clouds
563,Anadyr,RU,64.75,177.4833,-12.05,98,86,8.66,overcast clouds
564,Bainbridge,US,47.6262,-122.5212,60.55,80,90,1.01,moderate rain
565,Nuuk,GL,64.1835,-51.7216,27.21,43,0,8.05,clear sky
566,Boysun,UZ,38.2061,67.1986,49.69,14,0,4.27,clear sky
567,Mulanje,MW,-16.0316,35.5,80.1,45,6,8.48,clear sky
568,Maltahohe,NA,-24.8333,16.9833,64.17,36,6,9.42,clear sky
569,Alto Araguaia,BR,-17.3147,-53.2153,67.46,88,100,17.49,overcast clouds
570,Todos Santos,MX,23.45,-110.2167,90.1,68,0,11.01,clear sky
571,Tessalit,ML,20.1986,1.0114,88.61,18,14,9.04,few clouds
572,Bereda,ES,43.2686,-7.5406,55.99,100,5,1.7,clear sky
573,Vitorino Freire,BR,-4.0667,-45.1667,86.2,61,97,2.71,overcast clouds
574,Kysyl-Syr,RU,63.8986,122.7617,31.03,98,100,4.74,light snow
575,Eyl,SO,7.9803,49.8164,78.93,76,94,8.5,overcast clouds
576,Bontang,ID,0.1333,117.5,76.71,90,100,5.17,overcast clouds
577,Yarada,IN,17.65,83.2667,77.32,100,75,2.3,mist
578,San Cristobal,VE,7.7669,-72.225,73.58,52,70,4.23,broken clouds
579,Da Lat,VN,11.9465,108.4419,59.14,98,100,3.13,overcast clouds
580,Magadan,RU,59.5667,150.8,25.54,75,100,5.99,overcast clouds
581,Rincon,US,32.296,-81.2354,81.05,61,75,0.0,broken clouds
582,Soke,ML,13.598,-5.9386,88.93,40,39,7.85,scattered clouds
583,Srednekolymsk,RU,67.45,153.6833,-10.64,97,91,1.97,overcast clouds
584,Merauke,ID,-8.4667,140.3333,77.54,91,100,8.1,overcast clouds
585,Fuerte Olimpo,PY,-21.0415,-57.8738,82.9,39,36,7.05,scattered clouds
586,Sao Felipe,BR,-14.8167,-41.3833,83.03,60,82,5.64,broken clouds
587,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,88,100,11.52,light rain
588,Nerchinskiy Zavod,RU,51.3088,119.61,29.52,86,69,4.25,broken clouds
589,San Buenaventura,MX,27.0833,-101.5333,94.12,33,40,0.0,scattered clouds
590,Pandan,PH,14.0453,124.1694,78.89,88,92,5.55,moderate rain
591,Margate,GB,51.3813,1.3862,57.31,81,87,3.0,overcast clouds
592,Longyearbyen,SJ,78.2186,15.6401,22.84,68,75,5.75,broken clouds
593,Stornoway,GB,58.2093,-6.3865,49.96,87,20,17.27,few clouds
594,Adrar,MR,20.5022,-10.0711,87.13,21,4,4.41,clear sky
595,Milos,GR,36.75,24.4333,65.12,78,100,24.85,overcast clouds
596,Lukovetskiy,RU,64.2956,41.9211,31.98,89,74,9.44,light snow
597,Kieta,PG,-6.2167,155.6333,79.23,79,82,0.49,broken clouds
598,Creel,MX,27.75,-107.6333,68.4,25,0,11.68,clear sky
599,Taksimo,RU,56.3444,114.8794,28.87,79,74,1.88,broken clouds
600,Prince Rupert,CA,54.3161,-130.3201,48.0,64,100,5.82,overcast clouds
601,Jinchang,CN,38.4953,102.1739,45.05,47,96,3.36,overcast clouds
602,Mangrol,IN,21.1167,70.1167,79.45,66,0,6.49,clear sky
603,Vaitape,PF,-16.5167,-151.75,76.5,88,100,12.21,light rain
604,Southbridge,US,42.0751,-72.0334,59.63,52,9,1.01,clear sky
605,Nelson Bay,AU,-32.7167,152.15,59.09,93,43,3.27,scattered clouds
606,Richards Bay,ZA,-28.783,32.0377,64.49,66,80,6.15,broken clouds
607,Tenkodogo,BF,11.78,-0.3697,81.43,62,79,0.47,broken clouds
608,Muborak,UZ,39.2553,65.1528,53.08,26,0,5.41,clear sky
609,Zalari,RU,53.5584,102.5065,38.1,67,99,3.51,overcast clouds
610,Niltepec,MX,16.5667,-94.6167,88.81,58,36,8.95,scattered clouds
611,Denpasar,ID,-8.65,115.2167,76.71,88,40,1.14,scattered clouds
612,Pahrump,US,36.2083,-115.9839,72.1,31,100,8.99,overcast clouds
613,Dindigul,IN,10.35,77.95,75.18,90,100,3.83,heavy intensity rain
614,Manono,CD,-7.3,27.4167,68.23,94,100,2.77,light rain
615,Canita,PA,9.2097,-78.8811,88.74,79,100,7.45,overcast clouds
616,Chumikan,RU,54.7183,135.315,36.07,83,100,16.91,overcast clouds
617,Venado Tuerto,AR,-33.7456,-61.9688,78.78,18,0,13.38,clear sky
618,Ilo,PE,-17.6394,-71.3375,63.19,75,1,5.88,clear sky
619,Temecula,US,33.4936,-117.1484,76.89,52,1,1.01,clear sky
620,Klyuchi,RU,52.2667,79.1667,45.36,65,98,10.94,overcast clouds
621,Rumoi,JP,43.9344,141.6428,47.68,85,48,7.07,scattered clouds
622,Luwuk,ID,-0.9516,122.7875,77.07,71,100,2.95,overcast clouds
623,Porbandar,IN,21.6422,69.6093,79.39,60,0,7.94,clear sky
624,Baghdad,IQ,33.3406,44.4009,62.51,36,0,4.61,clear sky
625,Catalina,US,32.5056,-110.9211,84.06,28,8,1.99,clear sky
626,Carutapera,BR,-1.195,-46.02,84.0,72,6,10.0,clear sky
627,Camapua,BR,-19.5314,-54.0439,76.24,78,100,6.89,overcast clouds
628,Cayenne,GF,4.9333,-52.3333,84.24,85,75,5.99,broken clouds
629,Poum,NC,-20.2333,164.0167,74.14,79,14,9.46,few clouds
630,Birao,CF,10.2849,22.7882,79.16,41,100,3.53,overcast clouds
631,Santa Cruz,BO,-17.8,-63.1667,80.65,44,75,9.22,broken clouds
632,Kavaratti,IN,10.5669,72.642,81.37,76,16,6.15,few clouds
633,Ilabaya,PE,-17.4208,-70.5133,74.17,33,1,10.85,clear sky
634,Brisbane,AU,-27.4679,153.0281,72.59,81,75,1.99,broken clouds
635,Emba,KZ,48.8264,58.1442,47.98,46,100,8.03,overcast clouds
636,Lazaro Cardenas,MX,17.9583,-102.2,77.56,91,100,5.64,overcast clouds
637,Taltal,CL,-25.4,-70.4833,63.0,70,24,3.87,few clouds
638,Ewa Beach,US,21.3156,-158.0072,81.09,76,90,8.99,overcast clouds
639,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,83.03,23,0,3.6,clear sky
640,Puerto Baquerizo Moreno,EC,-0.9,-89.6,74.39,73,20,14.97,few clouds
641,Svetlogorsk,BY,52.6333,29.7333,33.42,79,38,6.11,scattered clouds
642,Seoul,KR,37.5683,126.9778,47.64,50,20,1.88,few clouds
643,Mandera,KE,3.9366,41.867,87.48,44,74,9.24,broken clouds
644,Nemuro,JP,43.3236,145.575,50.4,77,0,6.98,clear sky
645,Cao Bang,VN,22.6667,106.25,59.83,92,11,2.08,few clouds
646,Sarany,RU,58.5,58.8833,34.65,92,100,12.55,light rain
647,Kashi,CN,39.4547,75.9797,47.41,31,0,11.18,clear sky
648,Yining,CN,29.0361,114.5636,51.33,89,37,0.98,light rain
649,Alice Springs,AU,-23.7,133.8833,60.35,48,2,0.0,clear sky
650,Yuci,CN,37.6803,112.7319,38.95,87,8,2.24,mist
651,Itarema,BR,-2.9248,-39.9167,82.83,64,5,15.26,clear sky
652,Diffa,NE,13.3154,12.6113,88.84,17,12,5.21,few clouds
653,Nanortalik,GL,60.1432,-45.2371,32.95,94,100,1.36,light snow
654,Choma,ZM,-16.8065,26.9531,74.57,41,42,4.09,scattered clouds
655,Douglas,US,41.3,-96.167,50.52,96,90,1.01,heavy intensity rain
656,Bridlington,GB,54.0831,-0.1919,54.28,86,60,17.94,broken clouds
657,Penzance,GB,50.1186,-5.5371,56.08,84,61,17.58,broken clouds
658,Mayumba,GA,-3.432,10.6554,76.77,92,100,5.06,light rain
659,Kangaatsiaq,GL,68.3065,-53.4641,22.98,80,33,5.93,scattered clouds
660,Nakuru,KE,-0.2833,36.0667,61.02,74,26,0.78,scattered clouds
661,San-Pedro,CI,4.7485,-6.6363,76.91,89,97,5.5,overcast clouds
662,Zahir Pir,PK,28.8124,70.524,71.26,55,1,10.31,clear sky
663,Vila Franca Do Campo,PT,37.7167,-25.4333,64.81,74,0,6.24,clear sky
664,Antofagasta,CL,-23.65,-70.4,61.88,70,31,8.3,scattered clouds
665,Sakakah,SA,29.9697,40.2064,70.72,28,0,7.38,clear sky
666,Banda Aceh,ID,5.5577,95.3222,79.03,81,100,9.08,overcast clouds
667,Tilichiki,RU,60.4667,166.1,7.27,92,74,10.0,light snow
668,Dudinka,RU,69.4058,86.1778,22.73,97,100,6.58,light snow
669,Indiaroba,BR,-11.5192,-37.5117,80.01,77,45,8.28,scattered clouds
670,Bara,NG,10.3744,10.7288,81.09,52,89,1.99,overcast clouds
671,Chopda,IN,21.25,75.3,73.45,54,5,4.05,clear sky
672,Along,IN,28.1667,94.7667,61.88,88,12,1.81,few clouds
673,Mpika,ZM,-11.8343,31.4529,73.65,34,65,7.09,broken clouds
674,Kishi,NG,9.0833,3.85,78.15,72,48,1.97,scattered clouds
675,Springbok,ZA,-29.6643,17.8865,63.25,26,0,8.25,clear sky
676,Kiama,AU,-34.6833,150.8667,54.37,90,6,2.68,clear sky
677,Filadelfia,US,39.9523,-75.1638,64.06,63,75,4.0,broken clouds
678,Zeya,RU,53.75,127.2667,32.76,94,8,3.04,clear sky
679,Kargopol,RU,61.5071,38.9456,26.49,87,8,5.59,clear sky
680,Bati,ET,11.1833,40.0167,67.46,38,0,6.06,clear sky
681,Herat,AF,34.5,62.0,54.86,21,0,6.24,clear sky
682,Garissa,KE,-0.4536,39.6401,80.29,61,21,17.31,few clouds
683,Fortuna Foothills,US,32.6578,-114.4119,87.22,37,1,4.0,clear sky
684,Tuburan,PH,6.6439,122.2736,80.19,81,74,3.0,broken clouds
685,Turukhansk,RU,65.8167,87.9833,26.33,96,100,13.53,light snow
686,Idukki,IN,9.85,76.9667,68.92,97,100,1.1,light rain
687,La Ronge,CA,55.1001,-105.2842,41.22,75,75,17.27,broken clouds
688,Kristiinankaupunki,FI,62.2743,21.376,45.39,95,100,13.73,overcast clouds
689,Susehri,TR,40.1644,38.0867,48.47,75,46,7.43,scattered clouds
690,Surt,LY,31.2089,16.5887,76.1,63,78,12.91,broken clouds
691,Rodrigues Alves,BR,-7.738,-72.6509,93.4,52,99,3.67,overcast clouds
692,Ballina,AU,-28.8667,153.5667,67.78,97,73,5.64,light rain
693,Seguela,CI,7.9611,-6.6731,74.14,91,91,2.59,moderate rain
694,Mbeya,TZ,-8.9,33.45,66.43,46,4,6.24,clear sky
695,Moba,CN,33.2288,105.0179,44.29,92,100,3.02,overcast clouds
696,Victor Harbor,AU,-35.5667,138.6167,50.0,79,33,9.4,scattered clouds
697,Paysandu,UY,-32.3214,-58.0756,79.61,35,2,10.13,clear sky
698,Tromso,NO,69.6496,18.957,32.65,80,0,0.0,clear sky
