City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Namatanai,PG,2021-10-23 16:52:20,-3.6667,152.4333,78.8,81,47,7.36
293,Uva,RU,2021-10-23 16:52:21,56.9908,52.1852,43.47,80,46,7.36
294,Xining,CN,2021-10-23 16:52:21,36.6167,101.7667,42.67,81,43,1.95
295,Wairoa,NZ,2021-10-23 16:52:22,-39.0333,177.3667,55.6,75,100,3.0
296,Najran,SA,2021-10-23 16:52:22,17.4924,44.1277,75.85,20,2,5.37
297,Antalaha,MG,2021-10-23 16:49:11,-14.9003,50.2788,75.43,92,11,2.28
298,Sainte-Suzanne,RE,2021-10-23 16:52:23,-20.9061,55.6089,77.22,85,0,8.05
299,Areosa,PT,2021-10-23 16:52:23,41.7178,-8.8571,68.23,71,100,5.28
300,Stanislav,UA,2021-10-23 16:52:23,46.5691,32.1478,54.88,69,91,10.02
301,Khovu-Aksy,RU,2021-10-23 16:52:24,51.1333,93.6,28.11,81,6,3.09
302,Valdivia,CL,2021-10-23 16:52:24,-39.8142,-73.2459,57.29,98,100,2.77
303,Provideniya,RU,2021-10-23 16:52:25,64.3833,-173.3,23.07,78,100,8.72
304,Zhezkazgan,KZ,2021-10-23 16:52:25,47.8043,67.7144,45.61,41,11,9.75
305,Linden,GY,2021-10-23 16:52:26,6.0,-58.3,78.94,91,99,3.96
306,Victor Harbor,AU,2021-10-23 16:52:26,-35.5667,138.6167,52.81,85,27,8.95
307,Sokoni,TZ,2021-10-23 16:52:27,-6.4333,39.55,78.64,75,35,15.43
308,Plastun,RU,2021-10-23 16:52:27,44.7561,136.2939,40.35,68,33,6.78
309,Lamballe,FR,2021-10-23 16:52:28,48.4676,-2.5144,54.81,74,2,7.54
310,Pedernales,DO,2021-10-23 16:52:28,18.0384,-71.744,87.31,55,31,1.88
311,Martapura,ID,2021-10-23 16:52:29,-3.4167,114.85,78.89,94,20,3.44
312,Searcy,US,2021-10-23 16:52:29,35.2506,-91.7363,75.07,56,20,10.0
313,Skjervoy,NO,2021-10-23 16:52:30,70.0311,20.9714,36.7,59,100,9.08
314,Mollendo,PE,2021-10-23 16:52:30,-17.0231,-72.0147,65.91,70,58,10.89
315,General Roca,AR,2021-10-23 16:52:31,-39.0333,-67.5833,72.63,15,2,19.53
316,Zyryanka,RU,2021-10-23 16:52:31,65.75,150.85,-9.31,99,53,2.82
317,Iqaluit,CA,2021-10-23 16:52:32,63.7506,-68.5145,29.93,74,75,5.01
318,Araguaina,BR,2021-10-23 16:52:32,-7.1911,-48.2072,89.56,50,94,4.52
319,Flin Flon,CA,2021-10-23 16:52:33,54.7682,-101.865,35.44,100,90,8.05
320,Cheney,US,2021-10-23 16:52:33,47.4874,-117.5758,47.75,89,75,8.05
321,Bairiki,KI,2021-10-23 16:52:34,1.3292,172.9752,78.8,83,20,4.61
322,Tahta,EG,2021-10-23 16:52:34,26.7693,31.5021,82.51,36,7,16.51
323,Klaksvik,FO,2021-10-23 16:52:34,62.2266,-6.589,50.92,97,100,29.01
324,Banamba,ML,2021-10-23 16:52:35,13.55,-7.45,90.1,43,89,2.62
325,Geraldton,AU,2021-10-23 16:52:35,-28.7667,114.6,57.61,94,0,5.75
326,Natal,BR,2021-10-23 16:48:30,-5.795,-35.2094,88.45,62,40,12.66
327,Asyut,EG,2021-10-23 16:52:35,27.181,31.1837,82.58,37,19,15.75
328,Ishikari,JP,2021-10-23 16:52:36,43.2397,141.3539,39.25,71,81,5.57
329,Tuni,IN,2021-10-23 16:52:36,17.35,82.55,77.07,86,76,3.85
330,Broome,US,2021-10-23 16:52:37,42.2506,-75.833,50.38,71,90,1.99
331,Bonfim,BR,2021-10-23 16:52:37,3.0833,-59.95,92.41,45,34,1.83
332,Olga,RU,2021-10-23 16:52:38,43.7444,135.2892,38.71,71,5,5.39
333,Chiang Rai,TH,2021-10-23 16:52:39,19.9167,99.9167,73.38,94,75,0.0
334,Sioux Lookout,CA,2021-10-23 16:52:39,50.1001,-91.917,41.07,75,75,4.61
335,Margate,GB,2021-10-23 16:50:29,51.3813,1.3862,54.3,70,69,12.03
336,Kieta,PG,2021-10-23 16:52:41,-6.2167,155.6333,78.42,82,7,3.15
337,Mehamn,NO,2021-10-23 16:52:41,71.0357,27.8492,35.6,63,100,18.03
338,Porangatu,BR,2021-10-23 16:51:18,-13.4408,-49.1486,93.9,35,93,5.61
339,Senanga,ZM,2021-10-23 16:52:42,-16.1167,23.2667,81.14,40,99,2.62
340,Tonstad,NO,2021-10-23 16:52:43,58.6626,6.7169,48.34,87,84,3.44
341,Ulaangom,MN,2021-10-23 16:52:44,49.9811,92.0667,34.05,65,33,3.13
342,Qostanay,KZ,2021-10-23 16:52:45,53.1667,63.5833,46.69,87,0,13.42
343,Gao,ML,2021-10-23 16:52:42,16.6362,1.637,94.78,23,88,6.58
344,Sawakin,SD,2021-10-23 16:52:46,19.1059,37.3321,83.35,72,15,8.46
345,Zhongshu,CN,2021-10-23 16:52:46,24.5167,103.7667,50.67,97,100,2.98
346,Jiwani,PK,2021-10-23 16:52:47,25.05,61.7417,79.12,76,0,8.61
347,Burhaniye,TR,2021-10-23 16:52:48,39.5004,26.9727,66.06,78,45,1.1
348,Bosaso,SO,2021-10-23 16:52:48,11.2842,49.1816,80.65,57,5,3.53
349,Andrews,US,2021-10-23 16:52:49,32.3187,-102.5457,78.28,53,90,10.36
350,Garchitorena,PH,2021-10-23 16:52:49,13.8804,123.6946,78.03,89,100,7.74
351,Silleda,ES,2021-10-23 16:52:50,42.696,-8.2465,58.01,67,100,2.57
352,Fort Nelson,CA,2021-10-23 16:49:22,58.8053,-122.7002,26.19,93,90,3.44
353,Saskylakh,RU,2021-10-23 16:52:51,71.9167,114.0833,6.89,95,100,15.28
354,Hangu,CN,2021-10-23 16:52:51,39.2489,117.7892,44.64,52,0,6.06
355,Sneek,NL,2021-10-23 16:52:52,53.033,5.6589,51.94,90,82,10.0
356,Santa Isabel Do Rio Negro,BR,2021-10-23 16:52:52,-0.4139,-65.0192,93.94,44,19,4.29
357,Burgos,ES,2021-10-23 16:52:53,42.3394,-3.7079,59.41,33,0,4.61
358,Gongzhuling,CN,2021-10-23 16:52:53,43.5008,124.8198,41.41,57,0,7.31
359,Severo-Kurilsk,RU,2021-10-23 16:52:53,50.6789,156.125,37.9,80,50,9.46
360,Valparaiso,CL,2021-10-23 16:48:08,-33.0393,-71.6273,71.83,47,0,11.5
361,Salinas,US,2021-10-23 16:51:33,36.6777,-121.6555,61.0,78,90,0.0
362,Hope,US,2021-10-23 16:52:54,33.6671,-93.5916,77.07,54,5,8.01
363,Dunedin,NZ,2021-10-23 16:52:54,-45.8742,170.5036,53.8,82,100,8.01
364,Hovd,MN,2021-10-23 16:52:55,48.0056,91.6419,37.2,54,86,6.22
365,Ust-Kuyga,RU,2021-10-23 16:52:55,70.0167,135.6,-5.06,100,91,1.88
366,Lavrentiya,RU,2021-10-23 16:52:55,65.5833,-171.0,24.03,87,100,10.0
367,Kapit,MY,2021-10-23 16:52:56,2.0167,112.9333,73.24,100,100,0.74
368,Jiangkou,CN,2021-10-23 16:52:57,25.4872,119.1986,62.49,85,100,11.9
369,Thinadhoo,MV,2021-10-23 16:50:52,0.5333,72.9333,83.79,68,59,13.73
370,Jinchang,CN,2021-10-23 16:52:36,38.4953,102.1739,47.26,58,2,5.12
371,Lagoa,PT,2021-10-23 16:52:58,39.05,-27.9833,66.97,73,6,14.58
372,Meulaboh,ID,2021-10-23 16:52:59,4.1363,96.1285,77.14,89,93,3.09
373,Gat,IL,2021-10-23 16:48:22,31.61,34.7642,74.08,100,0,8.1
374,Chumikan,RU,2021-10-23 16:53:00,54.7183,135.315,38.89,77,54,22.03
375,Gladstone,AU,2021-10-23 16:53:01,-23.85,151.25,75.13,69,90,4.61
376,Catamarca,AR,2021-10-23 16:53:01,-28.4696,-65.7852,85.05,46,0,11.01
377,Ponta Do Sol,PT,2021-10-23 16:48:44,32.6667,-17.1,73.71,68,26,5.12
378,Grong,NO,2021-10-23 16:53:02,64.4654,12.3149,36.41,100,98,3.4
379,Creston,US,2021-10-23 16:53:03,41.0586,-94.3614,54.25,54,1,16.11
380,Bodden Town,KY,2021-10-23 16:53:04,19.2833,-81.25,89.01,76,20,8.99
381,Yarada,IN,2021-10-23 16:53:04,17.65,83.2667,82.72,89,75,2.3
382,Saint-Francois,FR,2021-10-23 16:49:43,46.4154,3.9054,51.24,66,0,4.61
383,Kamyshla,RU,2021-10-23 16:53:05,54.1169,52.1426,47.19,69,82,8.21
384,Coos Bay,US,2021-10-23 16:53:05,43.3665,-124.2179,56.86,97,90,3.44
385,Birjand,IR,2021-10-23 16:53:05,32.8663,59.2211,55.87,8,0,4.61
386,Northam,GB,2021-10-23 16:53:06,51.0333,-4.2167,56.01,76,99,16.73
387,Wattegama,LK,2021-10-23 16:52:16,6.7989,81.4808,74.57,87,33,2.57
388,Sinnar,SD,2021-10-23 16:53:07,13.5691,33.5672,93.54,23,25,5.53
389,Mareeba,AU,2021-10-23 16:53:08,-17.0,145.4333,69.44,96,41,4.97
390,Mogadishu,SO,2021-10-23 16:53:09,2.0371,45.3438,80.01,81,10,9.13
391,Mitsamiouli,KM,2021-10-23 16:53:10,-11.3847,43.2844,80.89,65,20,11.5
392,Voh,NC,2021-10-23 16:53:11,-20.9667,164.7,67.96,94,8,4.85
393,Lakeway,US,2021-10-23 16:53:12,30.3638,-97.9796,83.46,70,90,5.01
394,Constitucion,CL,2021-10-23 16:53:12,-35.3333,-72.4167,59.38,53,5,16.98
395,Pachino,IT,2021-10-23 16:53:13,36.7186,15.0907,77.04,90,100,11.86
396,Sid,RS,2021-10-23 16:53:13,45.1283,19.2264,51.06,70,82,4.14
397,Teguldet,RU,2021-10-23 16:53:13,57.3064,88.1667,36.19,96,100,16.2
398,Omsukchan,RU,2021-10-23 16:53:14,62.5333,155.8,1.11,91,100,2.84
399,High Rock,BS,2021-10-23 16:53:14,26.6208,-78.2833,80.62,78,95,12.8
400,The Valley,AI,2021-10-23 16:53:15,18.217,-63.0578,86.14,62,20,14.97
401,Paamiut,GL,2021-10-23 16:53:15,61.994,-49.6678,32.16,48,15,21.52
402,Batemans Bay,AU,2021-10-23 16:53:15,-35.7167,150.1833,62.98,92,100,9.53
403,Bousse,BF,2021-10-23 16:53:16,12.6606,-1.8922,92.77,40,58,11.68
404,Glenwood Springs,US,2021-10-23 16:53:16,39.5505,-107.3248,58.06,52,40,13.8
405,Vila Franca Do Campo,PT,2021-10-23 16:53:17,37.7167,-25.4333,72.01,73,53,6.24
406,Balabac,PH,2021-10-23 16:53:17,7.9868,117.0645,79.88,84,100,7.74
407,Laguna,US,2021-10-23 16:50:47,38.421,-121.4238,61.41,86,1,1.99
408,Soyo,AO,2021-10-23 16:53:19,-6.1349,12.3689,82.45,79,83,9.71
409,Porto Novo,BJ,2021-10-23 16:50:44,6.4965,2.6036,76.55,89,96,4.68
410,Yambio,SS,2021-10-23 16:53:21,4.5721,28.3955,73.8,83,87,3.6
411,Taft,IR,2021-10-23 16:52:18,31.7471,54.2088,62.55,19,0,2.3
412,Olafsvik,IS,2021-10-23 16:53:22,64.8945,-23.7142,45.18,92,99,13.33
413,Marienburg,PL,2021-10-23 16:53:22,54.0359,19.0266,44.89,78,40,8.41
414,Iralaya,HN,2021-10-23 16:53:23,15.0,-83.2333,84.29,81,48,8.08
415,Marsa Matruh,EG,2021-10-23 16:53:23,31.3525,27.2453,73.6,60,40,8.05
416,Krasnooktyabrskiy,RU,2021-10-23 16:53:23,44.9328,38.3712,58.08,81,75,6.26
417,Sao Filipe,CV,2021-10-23 16:53:24,14.8961,-24.4956,80.69,65,0,4.54
418,Hualmay,PE,2021-10-23 16:53:24,-11.0964,-77.6139,68.65,69,38,12.01
419,Kushiro,JP,2021-10-23 16:53:25,42.975,144.3747,39.69,79,0,4.16
420,Oksfjord,NO,2021-10-23 16:53:25,70.2396,22.3479,34.72,96,100,8.95
421,Yershov,RU,2021-10-23 16:53:25,51.3513,48.2766,55.51,71,100,8.7
422,Kulhudhuffushi,MV,2021-10-23 16:51:29,6.6221,73.07,81.34,80,100,16.44
423,Ozernovskiy,RU,2021-10-23 16:53:26,51.5,156.5167,37.71,94,100,14.52
424,Vestmannaeyjar,IS,2021-10-23 16:53:27,63.4427,-20.2734,47.39,87,90,9.22
425,Sindor,RU,2021-10-23 16:51:17,62.8629,51.8905,30.27,89,96,5.84
426,Kambove,CD,2021-10-23 16:53:31,-10.8764,26.5969,75.07,50,60,1.39
427,Praia,CV,2021-10-23 16:53:32,14.9215,-23.5087,86.54,54,0,18.41
428,Quepos,CR,2021-10-23 16:53:33,9.4236,-84.1652,88.59,74,84,4.27
429,Petropavlovka,RU,2021-10-23 16:53:33,50.6114,105.3196,35.78,63,54,2.51
430,Mantua,IT,2021-10-23 16:53:34,45.1667,10.7833,63.48,83,72,0.74
431,Huarmey,PE,2021-10-23 16:53:34,-10.0681,-78.1522,69.85,70,86,12.5
432,Caucaia,BR,2021-10-23 16:52:01,-3.7361,-38.6531,90.07,66,40,13.8
433,Ober-Ramstadt,DE,2021-10-23 16:53:34,49.8336,8.7519,52.0,71,63,3.6
434,Gimli,CA,2021-10-23 16:53:35,50.6336,-96.9907,41.43,81,73,4.61
435,Sao Felix Do Xingu,BR,2021-10-23 16:53:35,-6.6447,-51.995,88.86,57,93,3.94
436,Rundu,NA,2021-10-23 16:53:36,-17.9333,19.7667,86.18,29,72,7.54
437,Poum,NC,2021-10-23 16:53:37,-20.2333,164.0167,73.81,80,4,14.54
438,Houston,US,2021-10-23 16:51:29,29.7633,-95.3633,84.65,76,1,5.01
439,La Rioja,ES,2021-10-23 16:53:40,42.25,-2.5,58.78,53,0,1.77
440,Nabisar,PK,2021-10-23 16:53:40,25.0685,69.6419,79.92,53,0,18.3
441,Ibra,OM,2021-10-23 16:53:41,22.6906,58.5334,79.52,52,27,11.07
442,Karaton,ID,2021-10-23 16:53:41,-6.3424,106.1045,77.16,90,61,1.79
443,Komsomolskiy,UZ,2021-10-23 16:51:23,40.4272,71.7189,45.82,56,1,4.61
444,Jamsa,FI,2021-10-23 16:53:43,61.8642,25.19,31.14,84,99,8.08
445,Zlobin,HR,2021-10-23 16:53:43,45.2924,14.6541,47.5,55,0,14.97
446,Orica,HN,2021-10-23 16:53:45,14.7,-86.95,75.09,61,79,3.22
447,Nichinan,JP,2021-10-23 16:53:45,31.6,131.3667,53.76,69,31,10.45
448,Rosarito,MX,2021-10-23 16:53:46,32.3333,-117.0333,62.92,73,100,9.42
449,Malartic,CA,2021-10-23 16:53:47,48.1335,-78.1328,42.62,55,43,7.11
450,Sarh,TD,2021-10-23 16:53:48,9.1429,18.3923,91.31,52,20,4.61
451,Shizunai,JP,2021-10-23 16:53:49,42.3339,142.3669,44.65,68,5,6.71
452,Lengshuitan,CN,2021-10-23 16:53:50,26.4111,111.5956,56.73,78,68,3.42
453,Tigre,AR,2021-10-23 16:53:51,-34.426,-58.5796,71.29,64,75,13.8
454,Abha,SA,2021-10-23 16:53:51,18.2164,42.5053,70.05,12,0,3.44
455,Klerksdorp,ZA,2021-10-23 16:53:52,-26.8521,26.6667,74.77,11,0,13.2
456,Muros,ES,2021-10-23 16:53:52,42.7762,-9.0603,63.09,72,98,3.53
457,Moron,AR,2021-10-23 16:53:53,-34.6534,-58.6198,71.02,64,91,4.0
458,Tigil,RU,2021-10-23 16:53:53,57.8,158.6667,25.45,93,100,4.38
459,Taoudenni,ML,2021-10-23 16:53:53,22.6783,-3.9836,92.68,15,0,3.87
460,Bure,ET,2021-10-23 16:53:54,10.7,37.0667,58.69,77,78,3.71
461,Onguday,RU,2021-10-23 16:53:54,50.75,86.15,31.91,54,72,4.23
462,Trelew,AR,2021-10-23 16:51:51,-43.249,-65.3051,63.72,11,4,12.64
463,San Ramon,US,2021-10-23 16:53:55,37.7799,-121.978,60.53,85,75,1.01
464,Klyuchi,RU,2021-10-23 16:53:55,52.2667,79.1667,47.16,55,99,19.26
465,Baykit,RU,2021-10-23 16:53:56,61.67,96.37,33.55,86,99,10.11
466,Makat,KZ,2021-10-23 16:53:56,47.6469,53.3463,52.68,46,0,9.17
467,Wageningen,NL,2021-10-23 16:53:57,51.9667,5.6667,53.94,89,90,2.3
468,Saint Anthony,US,2021-10-23 16:53:58,45.0205,-93.218,48.78,60,20,1.01
469,Barra Patuca,HN,2021-10-23 16:54:00,15.8,-84.2833,83.84,74,79,4.25
470,Oriximina,BR,2021-10-23 16:54:01,-1.7656,-55.8661,91.65,49,67,3.09
471,Half Moon Bay,US,2021-10-23 16:54:02,37.4636,-122.4286,61.9,84,75,1.01
472,Korcula,HR,2021-10-23 16:54:03,42.9622,17.1369,59.56,72,100,10.02
473,Barra,BR,2021-10-23 16:54:04,-11.0894,-43.1417,88.02,46,86,4.74
474,Yibin,CN,2021-10-23 16:54:04,28.7667,104.6238,60.3,76,87,2.04
475,Kununurra,AU,2021-10-23 16:54:05,-15.7667,128.7333,80.58,83,2,5.75
476,Bani Walid,LY,2021-10-23 16:54:06,31.7566,13.9942,84.0,21,100,5.82
477,San Roque,ES,2021-10-23 16:54:06,36.2107,-5.3842,70.61,73,20,11.5
478,Trairi,BR,2021-10-23 16:52:58,-3.2778,-39.2689,87.6,59,43,13.24
479,Itoman,JP,2021-10-23 16:54:07,26.1247,127.6694,73.42,60,75,9.22
480,Vardo,NO,2021-10-23 16:49:20,70.3705,31.1107,33.82,72,100,15.46
481,Narrabri,AU,2021-10-23 16:54:09,-30.3167,149.7833,66.52,59,0,8.05
482,Maceio,BR,2021-10-23 16:51:18,-9.6658,-35.7353,90.84,62,40,16.11
483,Henties Bay,NA,2021-10-23 16:54:10,-22.116,14.2845,64.85,78,0,15.55
484,Nelson Bay,AU,2021-10-23 16:54:11,-32.7167,152.15,64.96,94,48,11.99
485,Alyangula,AU,2021-10-23 16:54:12,-13.8483,136.4192,80.47,89,22,5.75
486,Santa Rosa,PH,2021-10-23 16:54:13,14.3122,121.1114,81.91,73,100,10.8
487,College,US,2021-10-23 16:54:13,64.8569,-147.8028,27.59,93,1,0.0
488,Belomorsk,RU,2021-10-23 16:54:15,64.5232,34.7668,31.06,82,100,7.92
489,Sao Joao Del Rei,BR,2021-10-23 16:54:16,-21.1356,-44.2617,79.23,40,32,8.32
490,Jalpan,MX,2021-10-23 16:54:17,21.2333,-99.4833,77.63,63,100,3.02
491,Polunochnoye,RU,2021-10-23 16:54:18,60.8697,60.4153,38.05,79,65,14.43
492,Cabo San Lucas,MX,2021-10-23 16:54:18,22.8909,-109.9124,86.05,66,3,5.99
493,Ayan,RU,2021-10-23 16:54:19,56.45,138.1667,40.15,73,90,14.41
494,Nantucket,US,2021-10-23 16:54:19,41.2835,-70.0995,62.02,77,49,11.3
495,Kyshtovka,RU,2021-10-23 16:54:20,56.555,76.6271,46.27,84,100,15.08
496,Shihezi,CN,2021-10-23 16:54:20,44.3,86.0333,43.11,63,89,2.33
497,Oranjestad,AW,2021-10-23 16:54:21,12.524,-70.027,89.55,62,20,24.16
498,Mahibadhoo,MV,2021-10-23 16:54:21,3.7833,72.9667,83.07,72,49,14.32
499,Bubaque,GW,2021-10-23 16:54:22,11.2833,-15.8333,84.25,65,81,6.8
500,Chachapoyas,PE,2021-10-23 16:54:22,-6.2317,-77.869,67.26,67,88,2.01
501,Tyup,KG,2021-10-23 16:54:23,42.7276,78.3648,32.05,61,11,2.75
502,Desenzano Del Garda,IT,2021-10-23 16:54:23,45.468,10.534,62.33,77,16,3.44
503,Tucumcari,US,2021-10-23 16:54:23,35.1717,-103.725,70.95,21,100,17.02
504,Mopti,ML,2021-10-23 16:54:24,14.6667,-4.0,98.11,21,7,1.7
505,Jamame,SO,2021-10-23 16:54:24,0.0722,42.7506,77.7,77,2,8.81
506,Wana,PK,2021-10-23 16:54:25,32.2989,69.5725,59.7,35,0,3.91
507,Diffa,NE,2021-10-23 16:54:25,13.3154,12.6113,92.19,13,13,8.08
508,Ponta Delgada,PT,2021-10-23 16:54:25,37.7333,-25.6667,72.32,64,20,11.5
509,Salinopolis,BR,2021-10-23 16:54:26,-0.6136,-47.3561,85.68,66,100,9.66
510,Port Keats,AU,2021-10-23 16:54:26,-14.25,129.55,79.95,83,84,6.82
511,Alpena,US,2021-10-23 16:54:27,45.0617,-83.4327,51.94,75,76,3.0
512,Jiuquan,CN,2021-10-23 16:54:27,39.7432,98.5174,42.76,52,67,4.27
513,Yantongshan,CN,2021-10-23 16:54:28,43.2919,126.0094,38.91,63,0,5.79
514,Tahoua,NE,2021-10-23 16:54:28,14.8888,5.2692,88.2,38,69,11.3
515,Fortuna,US,2021-10-23 16:54:29,40.5982,-124.1573,55.74,87,75,13.0
516,Hervey Bay,AU,2021-10-23 16:54:30,-25.2986,152.8535,76.03,88,27,17.4
517,Timaru,NZ,2021-10-23 16:54:31,-44.4,171.25,51.08,94,97,2.8
518,Tashtagol,RU,2021-10-23 16:54:31,52.7657,87.8894,36.46,78,99,5.14
519,La Romana,DO,2021-10-23 16:54:32,18.4273,-68.9728,88.16,62,40,13.8
520,Clacton-On-Sea,GB,2021-10-23 16:54:32,51.7897,1.156,54.66,74,74,5.99
521,Palmer,US,2021-10-23 16:54:13,42.1584,-72.3287,58.93,57,75,3.0
522,Buala,SB,2021-10-23 16:54:33,-8.145,159.5921,79.54,76,33,7.11
523,Maturin,VE,2021-10-23 16:54:33,9.75,-63.1767,81.28,83,49,7.58
524,Three Hills,CA,2021-10-23 16:54:34,51.7001,-113.2686,40.75,93,100,4.61
525,Raudeberg,NO,2021-10-23 16:54:34,61.9875,5.1352,46.2,72,100,5.01
526,Krk,HR,2021-10-23 16:54:34,45.0258,14.5731,57.87,62,2,14.36
527,Moindou,NC,2021-10-23 16:54:35,-21.6924,165.677,67.95,81,52,9.13
528,Fairfield,US,2021-10-23 16:54:35,41.2668,-73.3162,57.79,66,78,7.49
529,Erenhot,CN,2021-10-23 16:54:35,43.6475,111.9767,44.15,35,20,6.33
530,Road Town,VG,2021-10-23 16:51:01,18.4167,-64.6167,86.2,62,20,9.22
531,Roald,NO,2021-10-23 16:54:36,62.5833,6.1333,47.34,61,0,6.91
532,Ardesen,TR,2021-10-23 16:54:36,41.1911,40.9875,51.76,60,0,3.31
533,Bilibino,RU,2021-10-23 16:54:37,68.0546,166.4372,-4.97,100,100,0.4
534,Togur,RU,2021-10-23 16:54:37,58.3631,82.8265,43.12,89,100,15.61
535,Yuxia,CN,2021-10-23 16:54:38,34.0615,108.6291,52.41,78,55,1.81
536,Karasjok,NO,2021-10-23 16:54:38,69.4719,25.5112,28.51,82,100,6.44
537,Ambon,ID,2021-10-23 16:52:03,-3.6954,128.1814,80.78,79,89,4.25
538,Boa Esperanca,BR,2021-10-23 16:54:39,-21.09,-45.5658,85.66,34,0,11.1
539,Kysyl-Syr,RU,2021-10-23 16:54:40,63.8986,122.7617,32.76,98,100,7.81
540,Bobo Dioulasso,BF,2021-10-23 16:54:41,11.1771,-4.2979,90.05,48,20,4.61
541,Naze,JP,2021-10-23 16:54:41,28.3667,129.4833,67.96,73,83,18.21
542,Xianshuigu,CN,2021-10-23 16:54:42,38.985,117.3828,44.6,87,0,0.0
543,Gambela,ET,2021-10-23 16:54:43,8.25,34.5833,78.58,62,26,4.56
544,Jizan,SA,2021-10-23 16:54:44,17.3333,42.6667,88.74,60,8,8.23
545,Fairbanks,US,2021-10-23 16:50:01,64.8378,-147.7164,33.22,90,1,0.0
546,Shaoguan,CN,2021-10-23 16:52:46,24.8,113.5833,56.48,86,58,1.59
547,Nouadhibou,MR,2021-10-23 16:54:46,20.931,-17.0347,76.98,57,0,14.97
548,Chapais,CA,2021-10-23 16:53:41,49.7834,-74.8492,33.58,61,97,4.41
549,Mandalgovi,MN,2021-10-23 16:54:47,45.7625,106.2708,35.89,32,0,4.68
550,Cervo,ES,2021-10-23 16:54:47,43.6702,-7.4101,66.2,73,100,4.88
551,Imeni Poliny Osipenko,RU,2021-10-23 16:54:48,52.4201,136.4853,26.76,95,6,4.21
552,Kamaishi,JP,2021-10-23 16:54:49,39.2667,141.8833,45.14,71,3,5.77
553,Wanning,CN,2021-10-23 16:54:50,18.8003,110.3967,70.63,88,99,11.32
554,Shchors,UA,2021-10-23 16:54:50,51.8186,31.945,41.31,69,13,11.41
555,Usak,TR,2021-10-23 16:54:51,38.5,29.4167,57.42,41,0,4.9
556,Krasnoselkup,RU,2021-10-23 16:50:19,65.7,82.4667,32.72,99,100,12.46
557,Padre Bernardo,BR,2021-10-23 16:54:52,-15.35,-48.5,93.99,28,50,5.12
558,Kuito,AO,2021-10-23 16:54:52,-12.3833,16.9333,66.06,77,72,2.26
559,Westport,US,2021-10-23 16:54:53,41.1415,-73.3579,58.89,65,88,4.0
560,Sabang,ID,2021-10-23 16:54:53,5.8933,95.3214,81.59,76,90,4.94
